Description	Alu-intron	Alu-nearest_tss	Alu-5kb_outside_upstream	Alu-5kb	L1-intron	L1-nearest_tss	L1-5kb_outside_upstream	L1-5kb
purine ribonucleoside metabolic process	4.150338985	4.178069957	1.812767937	7.44122061	0.251892202	0.21255636	0.133672409	0.452306514
purine ribonucleoside monophosphate metabolic process	4.886219983	4.758672249	2.490935153	7.312857826	0.262578963	0.301678237	0.205697878	0.093451705
purine ribonucleoside triphosphate biosynthetic process	2.024404968	1.439996764	0.415369751	2.456750348	-0.190764001	-0.463493948	-0.095566918	0.054340679
purine ribonucleoside triphosphate metabolic process	4.625584617	4.657790184	1.763884574	7.996469673	0.010825217	0.025223674	0.05850805	0.081309811
Ras protein signal transduction	0.721173527	2.768838842	3.170010691	-0.022925973	-3.308098878	-5.277065445	-0.761266533	-2.361333683
recombinational repair	1.765927862	1.97420412	1.107663511	2.4135978	0.717821971	0.363397254	0.146941245	2.302035291
regeneration	-1.254085721	-0.088957506	-0.086707313	-1.059178036	-4.237776935	-1.951566207	-0.387354879	-2.909763484
regionalization	-6.971316378	-2.375253077	-0.080370718	-21.23882107	-8.043475081	-4.512880773	-0.957425086	-8.654003323
regulated exocytosis	-0.606150497	0.033734946	0.002229805	-0.597184469	-2.256079021	-2.230800357	-0.194825446	-2.165181892
regulation of actin cytoskeleton organization	0.267191349	1.213697541	0.895464633	0.053476391	-2.084199246	-3.454143591	-0.26934534	-2.495755274
regulation of actin filament length	0.950918765	1.882347103	1.346720341	1.179879809	-0.428083887	-1.437089157	-0.197864432	-0.689752287
regulation of actin filament-based process	0.078277309	1.006847387	0.731988434	-0.139301677	-2.625397352	-4.161526654	-0.458519837	-3.61679006
regulation of actin polymerization or depolymerization	0.968801473	1.906237317	1.375191001	1.212476225	-0.387604691	-1.359864652	-0.176714965	-0.674013284
regulation of adenylate cyclase activity	-1.539327496	-0.848238415	-0.210732487	-2.777694196	-1.27938388	-0.56156778	0.021640892	-1.551469249
regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity	-0.432132915	-0.238601737	-0.020711193	-2.22779079	-1.795313852	-2.41422379	-0.204174108	-3.990094975
regulation of amine transport	-1.92341684	-1.876750133	-0.951618845	-2.491002377	-0.582251019	-0.048101597	0.086351696	-0.845223171
regulation of anatomical structure size	-0.356709262	0.082270456	0.208113955	-1.171183934	-4.565907422	-4.179635563	-0.756809816	-3.963985908
regulation of angiogenesis	-2.980545932	-1.175802143	-0.687285876	-1.962940781	-5.177012099	-5.179382732	-1.644407614	-6.057608552
regulation of animal organ formation	-5.816166414	-0.877929141	-0.782192319	-7.875152065	-1.570463774	-0.470676215	-0.254057576	-3.150128039
regulation of apoptotic signaling pathway	-0.066779757	1.262017115	1.885686774	0.548191188	-1.878200969	-2.222771519	-0.422600849	-2.523962234
regulation of astrocyte differentiation	-0.778768273	-0.250869031	-0.100368066	-1.949686587	-1.874563489	-2.743109783	-1.633465501	-0.598043976
regulation of autophagy	1.433053603	1.859609067	2.023573617	2.096925917	0.239986752	-0.414628251	-0.012720048	0.197786282
regulation of axon extension	-0.604241009	-0.030066435	0.161119931	-1.967610215	-3.65202069	-1.456832465	-0.328428582	-1.615696164
regulation of axon extension involved in axon guidance	-2.125439417	-0.512828888	-0.179571695	-3.160293881	-4.790496017	-2.549629752	-0.837238677	-2.011890255
regulation of axon guidance	-2.525392525	-0.757082619	-0.192561825	-4.298713611	-5.182274804	-2.81386664	-0.835692812	-2.495116398
regulation of axonogenesis	-0.682020015	0.084081136	0.36746069	-3.97044634	-8.677914858	-4.490567245	-0.915494569	-5.715579144
regulation of binding	-0.968553327	0.221474263	0.795026795	-1.139001035	-3.566671085	-3.521534247	-1.064283829	-2.007808365
regulation of biomineral tissue development	-2.231532784	-1.044854193	-0.901029295	-4.805144034	-1.103607958	-0.922025978	-0.14548897	-1.617733256
regulation of blood circulation	-4.551086421	-2.460896102	-1.710255963	-9.021527583	-4.736906041	-5.03322954	-0.380598014	-10.2335532
regulation of blood pressure	-3.995094244	-3.192519462	-3.029724402	-5.059005067	-0.828457114	-0.420188993	-0.230475109	-0.801275822
regulation of blood vessel endothelial cell migration	-0.915854189	-0.446841976	-0.189739561	-2.154894613	-3.102821458	-2.747364857	-0.75784525	-2.434807725
regulation of BMP signaling pathway	-0.623009934	-0.029204546	0.080612961	-1.846148071	-0.862102471	-2.36377213	-1.140362816	-2.047575307
regulation of body fluid levels	-3.395600011	-1.052758729	-0.150288167	-2.954460635	-2.40956686	-1.911572464	-0.453613055	-2.032139404
regulation of bone mineralization	-1.439516131	-0.542740258	-0.54446601	-3.9644954	-0.742904833	-0.662487704	-0.131950033	-1.468213928
regulation of bone remodeling	-2.878945245	-1.824062693	-0.955513562	-3.020032635	-0.291879067	-0.054268032	0.012720048	-0.049494463
regulation of bone resorption	-1.826354282	-1.569135112	-0.723840759	-2.262515115	-0.149866641	0.111251045	0.19726683	-0.030333023
regulation of branching involved in ureteric bud morphogenesis	-2.304136749	-1.147947576	-0.640435514	-3.251812298	-1.3501563	-1.283436751	-0.466720448	-2.396616461
regulation of cAMP biosynthetic process	-3.372884078	-1.194830346	-0.519913855	-3.999185744	-1.588014585	-0.076168183	0.132192891	-1.169093391
regulation of cAMP metabolic process	-3.774366415	-1.813534876	-0.730880828	-5.196363827	-1.657941764	-0.105346152	0.141906573	-1.584404524
regulation of canonical Wnt signaling pathway	-0.081501658	0.471132891	0.330777915	-0.288091371	-2.706888218	-2.683713463	-0.894946127	-3.689055766
regulation of cardiac conduction	-0.329813252	-0.171759838	-0.226241504	-1.312667127	-2.679029097	-4.248192343	-0.86996072	-3.846458697
regulation of cardiac muscle cell proliferation	-1.668133029	-0.200086971	-0.081031135	-3.180776831	-2.134695498	-0.812415757	-0.250552499	-2.069528411
regulation of cardiac muscle contraction	-1.898196976	-0.604613214	-0.909628532	-3.983745699	-0.326442557	-0.682471945	-0.189506406	-3.010732005
regulation of cardiac muscle tissue development	-1.963566258	-0.323644543	-0.37384285	-2.852598449	-2.522729162	-1.709547242	-0.632501594	-2.660278101
regulation of cardiac muscle tissue growth	-1.445594178	-0.22630377	-0.28845644	-2.321690709	-3.191012755	-1.66293314	-0.472744587	-2.926133343
regulation of cardiocyte differentiation	-0.511436713	-0.079218022	-0.300508837	-1.775344454	-1.677164238	-0.887242549	-0.253022052	-1.579921279
regulation of cartilage development	-2.100038211	-1.405869598	-1.21947268	-4.829101763	-4.688704651	-3.826531504	-2.024860921	-3.688960667
regulation of catabolic process	1.833034382	4.932746457	4.577398166	5.05979508	-0.117399906	-0.740034556	-0.172776968	-0.800860251
regulation of catecholamine secretion	-3.753139776	-3.214526924	-1.352109104	-4.742327378	-0.662989184	0.001254677	0.106086785	-1.039858743
regulation of cell cycle phase transition	1.445644445	2.973513931	2.241290471	2.762432352	0.49056364	-0.247820309	-0.038537432	0.163325299
regulation of cell growth	-0.822166344	0.236577184	0.574937206	-0.953120863	-8.63769381	-4.919269065	-0.466720448	-4.655570536
regulation of cell morphogenesis	-0.070619754	1.367788574	2.533198305	-1.894476022	-7.915004385	-7.09887182	-1.844812457	-5.199995008
regulation of cell morphogenesis involved in differentiation	-0.880279846	0.158558911	0.683021632	-5.218728168	-11.38066273	-6.257865859	-0.994284643	-7.700988499
regulation of cell size	-0.607237279	0.033472945	0.219968536	-1.442361759	-4.773197403	-2.779116949	-0.814980103	-2.090915673
regulation of cell-substrate adhesion	-0.704463104	0.121470231	0.197091792	-1.382881981	-1.663579847	-2.323484772	-0.188387242	-0.969285961
regulation of cellular amide metabolic process	4.672085243	7.749927761	8.66424481	5.64382788	-0.102962142	-1.689268282	-1.40217868	-0.118495852
regulation of cellular catabolic process	1.700018901	3.533803027	2.714972062	4.68349867	-0.088065815	-0.442109473	-0.095225896	-0.223752539
regulation of cellular component size	0.117885427	1.084366109	1.249067107	-0.011840987	-3.906295005	-4.870567417	-1.183457577	-2.723031455
regulation of cellular protein catabolic process	1.424645415	2.508527775	1.962645009	4.092161216	0.143458291	-0.073249749	0.041159585	0.016530453
regulation of cellular response to growth factor stimulus	-1.251416429	0.116113978	0.164420468	-2.445208766	-4.976001303	-4.112843315	-0.894946127	-5.551753066
regulation of cellular response to heat	2.960670822	3.75387485	3.113629627	3.774591865	0.108805061	-0.197708136	-0.222722398	0.073211387
regulation of centrosome cycle	0.179903489	0.542114439	0.73269812	0.737367956	2.044995814	1.460589668	1.365896623	1.788022284
regulation of centrosome duplication	0.117571329	0.382807127	0.519913855	0.421365541	1.718921402	1.608928533	1.736346946	1.850762103
regulation of chemotaxis	-1.849289682	-1.291481827	-0.700564713	-2.901369637	-3.611445497	-3.748875408	-1.934776661	-1.584404524
regulation of chondrocyte differentiation	-2.204058102	-1.111197546	-1.03936124	-4.336108132	-3.649125812	-2.280666409	-1.343244078	-3.4418152
regulation of chromatin organization	1.465028704	3.200205795	4.438831916	0.799518329	-0.303163809	-0.646676211	0.020752533	-0.300659528
regulation of chromatin silencing	1.618736812	1.839208302	1.66581283	1.516138314	0.181490228	0.005993524	0.096063962	-0.084464648
regulation of chromosome organization	1.229236346	2.251722818	1.672698617	1.987211025	0.577834147	0.283434491	0.319487358	0.570214412
regulation of circadian sleep/wake cycle	-2.444697118	-2.086850049	-0.994475995	-1.561413115	-0.097291936	0.042435082	0.056276952	-0.057933846
regulation of cyclase activity	-1.525559734	-0.971350066	-0.262052184	-2.793985186	-1.053665619	-0.550355069	0.020752533	-1.570806501
regulation of cyclic nucleotide biosynthetic process	-3.774366415	-1.689196067	-0.882326562	-4.467002521	-1.477033528	-0.184149901	0.122466549	-1.706771179
regulation of cyclic nucleotide metabolic process	-5.063032605	-2.416969432	-1.273886769	-6.004715024	-1.85292312	-0.387652645	0.04170088	-2.217365734
regulation of cytokine secretion	-2.436063069	-2.396032084	-1.958776167	-2.330915027	0.198040727	-0.170919936	-0.928706895	-0.067176745
regulation of cytoskeleton organization	1.037757141	2.432914773	2.612416124	0.835288799	-0.757877378	-1.768794392	0.056804722	-1.632220694
regulation of defense response to virus	1.048337535	1.838413008	1.544797846	2.205985828	0.012469619	-0.102867087	-0.130103952	0.109549776
regulation of dendrite development	0.004236573	0.570718586	0.92653015	-1.949686587	-2.571111783	-2.391513332	-0.210026637	-2.882869995
regulation of dendrite morphogenesis	-0.323379226	0.093339837	0.481627923	-2.890687109	-1.5592819	-0.91710155	-0.144189364	-2.375035952
regulation of dendritic spine development	0.205517182	0.450375968	0.623886669	-1.097057208	-2.091890613	-2.864621297	-0.453084619	-1.856585303
regulation of developmental growth	-1.283237548	-0.143543205	0.117562876	-4.742325604	-5.661589352	-2.512098241	-0.376420273	-4.738069365
regulation of DNA metabolic process	2.751180628	5.242881026	4.523462329	3.793201225	0.460963989	-0.134797021	0.000657281	-0.098750815
regulation of DNA-templated transcription in response to stress	1.795078877	2.883411611	2.958497602	1.86378018	-0.07498516	-0.300198142	-0.003228683	-1.327581405
regulation of embryonic development	-1.704283277	-0.142424851	0.153918787	-4.008139354	-0.786970035	-0.67125801	-0.086351696	-1.788864007
regulation of endothelial cell migration	-1.51282905	-0.069605705	-0.055863242	-2.800213256	-5.451590205	-4.625175942	-1.891643964	-3.692933239
regulation of endothelial cell proliferation	-1.960078667	-0.585713317	-0.508503633	-1.597584098	-2.656478468	-2.722051008	-0.693427644	-1.167942785
regulation of epithelial cell differentiation	-1.747603406	-0.044010562	0.215768366	-1.733173476	-2.637716717	-1.140802541	-0.086429248	-2.506783935
regulation of epithelial cell differentiation involved in kidney development	-1.421813585	0.027044262	0.080895465	-2.150935451	-2.472090147	-0.5409774	-0.26934534	-0.589484878
regulation of epithelial cell migration	-0.685905587	0.048964893	0.078612581	-2.34657141	-4.373689473	-4.802379497	-1.399958205	-2.824073362
regulation of epithelial cell proliferation	-3.418014671	-0.480860771	-0.425697663	-3.508156024	-6.853726768	-4.194638739	-0.745556157	-6.037951598
regulation of ERK1 and ERK2 cascade	-1.780087914	-0.413744222	0.082667427	-2.860071626	-1.92046571	-0.57881755	-0.385874228	-0.710178275
regulation of extent of cell growth	-0.837874576	-0.046101292	0.083898225	-2.35508266	-4.450921093	-1.307708294	-0.407261024	-1.729918923
regulation of fat cell differentiation	-0.877673051	-0.19960286	-0.091316182	-2.309148624	-2.565717948	-2.160414533	-0.347343525	-3.361631128
regulation of fibroblast growth factor receptor signaling pathway	-1.461639729	0.008906638	-0.219968536	-3.020032635	-4.968140171	-1.432787667	-0.640155293	-3.015456571
"regulation of gene expression, epigenetic"	5.021636246	6.696108862	8.479434526	4.232142047	0.065275529	-0.069116773	-0.138458511	0.061239355
regulation of gene silencing	2.879844106	2.896739921	3.384403703	1.637844149	-0.120451308	-0.190606105	0.030136049	-0.267567356
regulation of glial cell differentiation	-2.233711837	-0.644245956	-0.270929103	-4.546531032	-4.773197403	-2.56520252	-1.085498681	-1.758718453
regulation of gliogenesis	-1.739513723	-0.570578463	-0.082169727	-3.385934477	-4.013938702	-2.353123412	-1.202585291	-2.006207937
regulation of glutamate receptor signaling pathway	-0.63459657	-0.364582127	-0.115849291	-2.553885343	-2.4142854	-1.710309603	-0.127309275	-2.408879137
regulation of heart contraction	-4.84762441	-2.460896102	-2.004776195	-8.43317904	-5.174812219	-6.533216219	-0.912541829	-11.71013589
regulation of heart growth	-1.208307229	-0.145418823	-0.100368066	-2.552444501	-3.436666157	-1.587545765	-0.51475003	-2.860333901
regulation of heart rate	-1.747603406	-0.876248831	-0.964542206	-2.923314177	-1.640017529	-1.3444982	-0.249231579	-4.498789658
regulation of hemopoiesis	-2.474493878	-0.810526496	-0.385186801	-1.462911411	-2.676235339	-1.122058257	-0.563539296	-1.583199939
regulation of histone methylation	1.337618544	2.870055024	4.240834951	0.57059026	-0.481349851	-0.648699547	-0.031807791	0.014332295
regulation of homeostatic process	-1.115158374	-0.005715234	-0.096505366	-0.597922943	-2.673707928	-1.343827307	-0.29200304	-1.849855483
regulation of hormone levels	-8.712507436	-6.074896891	-6.8436242	-9.806492781	-1.005520377	-0.354903704	-0.053579185	-1.08660153
regulation of hormone metabolic process	-0.227676925	0.048419753	0.080370718	-0.731849775	-2.61432785	-2.018371615	-0.818133858	-2.117158843
regulation of hormone secretion	-3.401628557	-1.838413008	-1.606152955	-4.095243521	-1.451444198	-0.670915821	-0.183334988	-1.973650053
regulation of inflammatory response	-2.024404968	-1.862967612	-1.477365094	-0.634333801	-0.429158737	-0.168556276	-0.025533894	-0.15149122
regulation of innate immune response	0.38754732	0.343771759	0.209544025	1.408243094	2.112268076	0.985552951	0.406551408	1.530891261
regulation of insulin secretion	-1.413215387	-0.896229562	-0.480161417	-2.868340548	-1.351875703	-0.928153815	-0.313770947	-1.519213064
regulation of interleukin-17 production	-1.657461361	-1.461571232	-2.1434461	-1.299529058	0.213652966	0.052193679	-0.012465085	0.144909419
regulation of ion transmembrane transport	-5.751350994	-2.580546765	-2.018796914	-10.5567622	-4.307394253	-6.496424846	-1.666888407	-6.030035721
regulation of ion transmembrane transporter activity	-0.559155225	-0.042992613	0.042631309	-2.38853987	-1.990397675	-2.240092763	-0.263180572	-2.638484394
regulation of kidney development	-3.671917537	-0.619512865	-0.287214526	-6.272213179	-2.780858516	-1.829367654	-0.450727683	-2.415965658
regulation of lamellipodium organization	0.264198069	0.973461596	1.2133501	0.189429203	-1.941441728	-1.897284147	-0.032010888	-1.352896849
regulation of lipid biosynthetic process	0.119573908	0.103703832	0.082911626	0.26960607	-2.571395218	-1.702983178	-0.087422135	-2.495755274
regulation of lipid metabolic process	-0.119207524	0.040521197	0.073168674	0.022925973	-2.573744127	-1.479909313	-0.050693389	-1.837724591
regulation of lyase activity	-1.428177613	-1.222468719	-0.406417704	-3.008288817	-1.011130563	-0.412666411	0.051604938	-1.613495684
regulation of MAP kinase activity	-1.988752508	0.048419753	0.798538165	-1.995489472	-3.144885255	-2.880861793	-0.174059401	-4.005706186
regulation of membrane potential	-1.640951282	-0.200086971	-0.216180506	-2.574358553	-5.597435825	-4.870567417	-0.617493753	-6.458094142
regulation of membrane repolarization	-0.635794826	-0.143472427	-0.108261772	-1.01019777	-1.371715333	-1.538552453	-0.932867538	-2.286244519
regulation of mesenchymal cell proliferation	-2.937174386	-0.788539226	-0.672650794	-5.004316966	-3.174140919	-1.66564225	-0.39618419	-2.692599112
regulation of mesonephros development	-1.744017024	-0.527557142	-0.256700667	-3.670508403	-1.879789564	-1.445864128	-0.553508401	-3.09889799
regulation of metal ion transport	-1.395525367	-0.15109566	-0.143734493	-2.854648349	-1.949099818	-2.239107712	-0.41563358	-4.459628557
regulation of metanephros development	-2.027907038	-0.434728778	-0.445988627	-4.035364832	-5.279097417	-0.985118356	-0.146461606	-1.879611965
regulation of microtubule-based process	1.354851457	1.535836204	1.826629732	1.268065225	1.509047705	0.694158365	1.268247127	0.424115405
regulation of mitochondrion organization	1.880664962	2.867005767	1.96178558	2.818014381	0.122866503	-0.385422997	-0.047102418	-0.143456935
regulation of mitotic cell cycle	2.03108134	3.629957831	3.067996941	3.204387914	0.544243669	-0.199835134	-0.025281132	0.045283299
regulation of mitotic cell cycle phase transition	1.854438447	3.537668028	2.664408002	3.370923851	0.422955691	-0.145859672	-0.019636192	0.239493677
regulation of morphogenesis of a branching structure	-5.914087028	-2.383541339	-1.438220748	-8.934823227	-3.392232497	-1.872892236	-0.810306977	-4.500134966
regulation of morphogenesis of an epithelium	-0.35322318	0.208185713	0.265814424	-0.803376243	-1.826246558	-1.602942837	-0.965455951	-1.552198123
regulation of mRNA metabolic process	1.125891034	2.365996676	4.305367044	1.597584098	-0.707921638	-1.353920694	-0.016740909	-1.727995076
regulation of mRNA stability	1.213356741	2.919718377	3.73784247	2.740903571	-0.696767794	-0.599612988	-0.01251292	-0.603445124
regulation of muscle adaptation	-0.112899577	0.305070516	0.59006287	-0.215381142	-3.989652007	-5.149169799	-2.252787238	-1.859041069
regulation of muscle cell differentiation	-0.353609879	-0.048788057	0.112894359	-1.238643642	-2.68200956	-2.644463523	-0.487770554	-3.120211723
regulation of muscle contraction	-2.928649093	-1.414980622	-1.103013172	-5.103046844	-0.895147895	-1.157958377	-0.029805896	-4.237406583
regulation of muscle organ development	-3.317933801	-1.073447567	-0.462428982	-5.927376644	-2.686691125	-1.134699023	-0.461545527	-3.868457314
regulation of muscle system process	-2.180565775	-0.611727414	-0.231974374	-4.160179142	-2.612431157	-2.830379787	-0.26406717	-5.107608588
regulation of muscle tissue development	-3.845081243	-1.23894	-0.643262205	-6.0944273	-3.152846902	-1.492154797	-0.809178827	-4.120920005
regulation of myeloid cell differentiation	-2.067672432	-0.444144155	-0.247539006	-1.025970489	-3.498470217	-1.693556766	-1.250881842	-2.87775001
regulation of neural precursor cell proliferation	-1.664567769	-0.467193929	0.066089883	-2.754308988	-2.586477021	-2.217249725	-0.472946112	-0.801136415
regulation of neurological system process	-1.935945125	-1.310326438	-2.111493275	-3.024390656	-0.603967816	-0.604068646	-0.767168047	-1.026004052
regulation of neuron apoptotic process	-0.341273696	0.404008778	0.727370783	-0.643414338	-4.100325925	-1.982038565	-0.295550098	-2.80510426
regulation of neuron death	-0.008541187	0.933995611	1.154672377	-0.128777533	-3.703858431	-2.574679114	-0.392196116	-2.332283428
regulation of neuron projection development	-0.952015004	0.336600155	0.90287664	-6.000730861	-12.78018768	-9.098691082	-1.348238547	-11.4848472
regulation of neurotransmitter levels	-1.438312161	-0.191614085	-0.154166309	-1.564006815	-4.589524168	-3.052179098	-0.134990445	-3.604885568
regulation of neurotransmitter receptor activity	-0.474792628	-0.249777814	-0.060653766	-1.902252647	-2.23936167	-1.569480368	-0.133672409	-2.127378725
regulation of Notch signaling pathway	-2.428717429	-1.818920438	-0.900197053	-3.549093392	-1.679758138	-1.151495976	-0.341898104	-0.768287289
regulation of nucleocytoplasmic transport	0.556632052	1.168367081	1.752971525	0.069985789	-1.087574719	-2.481714527	-0.21852504	-1.583199939
regulation of nucleotide biosynthetic process	-3.401740443	-1.498022681	-0.813377816	-4.068156141	-1.431217866	-0.283190342	0.05425911	-1.961975186
regulation of nucleotide metabolic process	-1.411908951	-0.630931562	-0.385367314	-1.896436705	-0.996994597	-0.464575075	-0.031345711	-2.070537356
regulation of odontogenesis	-5.38405556	-1.25381193	-1.529127966	-5.839672945	-2.415429018	-2.162919954	-0.469036946	-2.365036309
regulation of organ growth	-0.747267323	-0.040845311	0.035039549	-1.607940752	-1.526266394	-0.750940054	-0.222722398	-1.549351626
regulation of organ morphogenesis	-1.393974911	-0.034633281	-0.025593658	-3.329767235	-4.110578248	-4.494836016	-2.198913089	-4.773529115
regulation of ossification	-4.755304	-1.055728663	-0.419667882	-8.413075096	-2.712954336	-1.72035475	-0.433954616	-3.450098181
regulation of osteoblast differentiation	-3.845622788	-0.877045984	-0.32590689	-6.830681584	-1.908141246	-1.347487307	-0.458519837	-1.609002662
regulation of peptide hormone secretion	-2.373551416	-1.475993549	-0.911685431	-3.621613284	-1.530865546	-0.985664481	-0.237062047	-2.007808365
regulation of peptide secretion	-2.530724365	-1.792942212	-1.059735645	-3.835308221	-1.553863844	-1.059156651	-0.25314336	-2.124108402
regulation of peptide transport	-2.727125222	-1.908330331	-1.132882795	-4.035436437	-1.640824489	-1.144175476	-0.267245507	-2.270869666
regulation of peptidyl-tyrosine phosphorylation	-1.497357829	-0.624013072	-0.335219753	-2.359767126	-4.373689473	-3.019706282	-0.499677093	-5.312367845
regulation of postsynaptic membrane potential	-3.762805253	-1.583123157	-0.935103086	-5.969698367	-1.699430178	-1.509496466	-0.458519837	-2.63119151
regulation of proteasomal protein catabolic process	0.820282299	1.458194282	1.66581283	1.746840852	0.173982127	0.013012975	0.348051465	-0.10442618
regulation of protein binding	-0.202756071	0.473700489	0.722773123	-0.045963848	-2.661579541	-2.975660639	-1.617498025	-0.980110797
regulation of protein catabolic process	0.992343232	2.82500823	2.983216573	3.433992839	0.06726167	-0.405458575	-0.018892086	-0.46509372
regulation of protein complex assembly	1.038239121	3.181311684	2.259179807	2.061306637	-0.534340076	-1.604706198	-0.054049601	-0.98797109
regulation of protein import into nucleus	0.027002935	0.19251717	0.384391222	-0.449933474	-1.507798594	-2.260709801	-0.19381548	-1.321378639
regulation of protein localization to nucleus	0.009033399	0.119423056	0.277603392	-0.36174739	-2.890776149	-5.326933679	-0.564150162	-2.397474372
regulation of protein modification by small protein conjugation or removal	1.904837183	2.423864719	2.025926974	3.515411579	0.131365771	-0.188085542	-0.118320577	0.177100489
regulation of protein polymerization	1.020982659	1.924185713	1.314636173	1.530299601	-0.71502632	-1.215840873	-0.05425911	-0.804004559
regulation of protein secretion	-3.271310578	-2.363154672	-1.567912657	-3.99259345	-0.481545467	-0.922025978	-0.56241088	-1.061821263
regulation of protein serine/threonine kinase activity	-0.977395105	0.556424336	1.419283185	-0.709177409	-1.993726844	-2.875582852	-0.269911661	-3.56315665
regulation of protein ubiquitination	1.935681267	2.260131632	1.638917064	3.845392894	0.090785264	-0.199582014	-0.13238393	0.177100489
regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	1.433070123	1.488207224	0.742582002	3.343370233	0.743552049	0.228573993	0.040316029	0.9417249
regulation of proteolysis involved in cellular protein catabolic process	2.040319436	2.936874085	2.256241118	4.564775996	0.325002353	0.02118598	0.299182871	0.102147769
regulation of purine nucleotide biosynthetic process	-3.317933801	-1.442788992	-0.784275253	-3.957095865	-1.610351259	-0.290054525	0.062666707	-2.058074798
regulation of purine nucleotide metabolic process	-1.401006961	-0.574641524	-0.36493574	-1.820231879	-1.172292586	-0.671040452	-0.056661481	-2.424326282
regulation of Ras protein signal transduction	0.316811602	1.826791831	1.822041425	-0.083961306	-3.144885255	-3.924398785	-0.594699946	-1.828588842
regulation of receptor activity	-0.053752438	0.02616268	0.05629082	-1.670997475	-1.834197308	-1.73573965	-0.344878623	-3.031005905
regulation of response to biotic stimulus	1.328926453	1.646185618	1.427851681	1.941119941	0.190333015	-0.186914396	-0.300472385	0.241651732
regulation of Rho protein signal transduction	0.235464447	0.968376052	1.478703932	-0.073871002	-1.380733688	-1.832106396	-0.26406717	-0.903314933
regulation of RNA splicing	0.299652868	1.841044138	3.441407334	0.371722377	-0.899190512	-0.859327247	-0.005556716	-1.338764992
regulation of RNA stability	1.383944966	2.945699222	3.823189086	2.679954799	-0.863253234	-0.70590833	-0.00049359	-0.531782922
regulation of signal transduction by p53 class mediator	3.178720986	2.870394352	3.599657219	3.801678846	0.235145907	-0.122422153	-0.047201639	0.439419832
regulation of skeletal muscle tissue development	-2.611534263	-1.847608155	-0.845329938	-4.293685673	-0.703432077	-0.154848283	-0.171533315	-1.576645315
regulation of small GTPase mediated signal transduction	0.247018326	1.79319279	1.721687534	-0.473661501	-2.99779495	-4.383975783	-0.680374494	-2.137228724
regulation of smooth muscle cell proliferation	-1.477838104	-0.233188206	-0.037644161	-1.631307413	-3.542405964	-1.710309603	-0.726865663	-3.492370064
regulation of sprouting angiogenesis	-1.077377633	-0.353461395	-0.043610134	-1.471848504	-2.303100277	-2.215169682	-1.638159926	-2.488630715
regulation of stem cell differentiation	-0.049809	0.141582044	0.415160332	-1.466553361	-0.809636044	-1.375049114	-0.480598828	-1.378509398
regulation of striated muscle contraction	-2.445858583	-0.923310787	-0.727674167	-4.436076926	-0.701928185	-1.233564166	-0.242998284	-3.823501039
regulation of striated muscle tissue development	-3.700318947	-1.164218826	-0.536800459	-6.020415075	-2.978276591	-1.303954648	-0.593628999	-4.023056541
"regulation of symbiosis, encompassing mutualism through parasitism"	1.9055556	2.050190342	2.474672347	2.773908186	0.210726952	-0.135678502	0.004525316	0.036381389
regulation of synapse assembly	-5.429892374	-2.180805665	-1.002987338	-13.41132824	-5.583715344	-1.52677142	-0.367061636	-3.361631128
regulation of synapse organization	-5.303066175	-1.666087087	-0.411593809	-11.71435543	-8.140671103	-2.47695319	-0.793396441	-5.894201507
regulation of synapse structure or activity	-5.154796952	-1.468674936	-0.257952523	-11.0799122	-8.619259426	-2.725497219	-0.746619027	-6.129376531
regulation of synaptic plasticity	-1.035170721	-0.177870519	0.112395045	-2.17030958	-3.157856558	-3.057621206	-0.652088947	-4.117356556
"regulation of synaptic transmission, glutamatergic"	-3.701575971	-1.627908863	-0.930656301	-6.958591611	-1.646926635	-0.208382466	0.024996237	-2.183709711
regulation of system process	-6.223972408	-2.1537801	-1.107219991	-11.78048556	-7.732543945	-7.521783077	-0.95481444	-12.09858112
regulation of systemic arterial blood pressure	-2.474080993	-2.17624189	-1.965461315	-4.879188063	-0.161254767	-0.122706445	-0.101138205	-0.567007521
regulation of systemic arterial blood pressure by hormone	-1.411398858	-2.253828561	-1.58292411	-2.163113229	-0.264252122	-0.090096569	-0.190288844	-0.272362589
regulation of systemic arterial blood pressure mediated by a chemical signal	-1.41076822	-2.099365537	-1.616395183	-2.850605071	-0.166451407	-0.105252113	-0.067256362	-0.699636758
regulation of tissue remodeling	-2.345525737	-1.427383556	-1.158350247	-2.293548566	-0.868483567	-0.32776908	-0.074030026	-0.244467204
regulation of transcription from RNA polymerase II promoter in response to hypoxia	1.530415219	2.240885086	2.025035897	1.556628844	-0.64610504	-0.337039495	-0.012720048	-1.45352814
regulation of transcription from RNA polymerase II promoter in response to stress	2.084589963	2.872410988	2.786573095	2.134859364	-0.032620671	-0.180240972	-0.005975631	-0.889088229
regulation of translation	4.941796161	8.750905592	9.230372853	6.510449229	-0.048325376	-1.61581427	-1.42767322	-0.054317521
regulation of translational initiation	1.987528296	2.969486911	2.178442477	3.36728553	0.370258063	-0.027151375	-0.267245507	0.35050019
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	-0.862565617	-0.042557529	-0.00619332	-1.922715726	-3.041900545	-3.239096858	-0.765179831	-3.531759395
