Geneset.Type	Geneset.ID	Description	P.value	FDR	Effect	Odds.Ratio	Status	N.Geneset.Genes	N.Geneset.Peak.Genes	Geneset.Avg.Gene.Length	Geneset.Peak.Genes
Gene Ontology Biological Process	GO:0050769	positive regulation of neurogenesis	0.00570609078441188	0.0514459036869013	0.329329538046644	1.39003584981892	enriched	389	134	256281.156812339	1268, 1620, 2889, 11075, 429, 1600, 1946, 26011, 127833, 1002, 3084, 3280, 4208, 4747, 4780, 4897, 9699, 22999, 23025, 23242, 63950, 84298, 116, 1499, 1813, 2932, 3398, 4761, 4916, 5458, 5649, 9423, 22954, 23081, 23129, 23316, 23440, 23654, 57611, 124925, 402117, 152, 322, 396, 466, 627, 650, 655, 659, 1270, 1272, 1482, 1638, 1809, 2011, 2146, 2185, 2332, 3066, 3897, 4067, 4076, 4124, 4131, 4690, 4803, 4851, 4914, 4988, 5365, 5597, 5663, 5789, 5979, 6091, 6092, 6469, 6474, 6498, 6860, 6925, 6929, 6935, 7074, 7077, 7161, 7424, 7473, 7852, 8482, 8507, 8650, 8766, 8826, 8837, 9043, 9139, 9253, 9585, 9682, 9798, 9820, 9863, 10154, 10215, 10507, 22902, 23028, 23064, 23373, 23394, 23531, 23613, 26259, 29882, 30812, 50674, 50944, 51761, 55714, 57498, 57795, 63925, 65009, 79594, 79625, 79727, 80237, 81532, 114798, 151835, 221938, 389658, 440730
Gene Ontology Biological Process	GO:0097305	response to alcohol	0.00586805928017328	0.0525578434486353	0.470193416696258	1.60030368873808	enriched	188	63	161006.159574468	1268, 2902, 1788, 1392, 2903, 3709, 116, 1499, 1813, 2741, 3184, 4087, 4916, 5727, 5728, 114881, 18, 117, 578, 595, 1141, 1236, 1621, 1938, 2185, 2625, 2742, 2782, 2806, 2904, 2934, 3066, 3157, 3248, 3351, 3359, 3371, 3565, 3747, 4040, 4255, 4736, 4914, 4988, 5020, 5179, 5888, 6138, 6347, 6531, 6647, 7040, 7200, 7284, 7298, 9370, 10270, 10400, 10654, 23514, 57578, 65985, 116443
Gene Ontology Biological Process	GO:0006904	vesicle docking involved in exocytosis	0.00589378197514928	0.0526280169284845	0.930655669087374	2.53617152185159	enriched	42	14	111919.214285714	10814, 3745, 23025, 5341, 6616, 23233, 6813, 10652, 11311, 23256, 55770, 60412, 65082, 326624
Gene Ontology Biological Process	GO:0007617	mating behavior	0.00589629652736267	0.0526280169284845	1.24427051522491	3.47040227010889	enriched	21	8	173241.714285714	2902, 1812, 5728, 7068, 1816, 5020, 23542, 84152
Gene Ontology Biological Process	GO:0048169	regulation of long-term neuronal synaptic plasticity	0.0062369731032364	0.0548152372054456	1.19067966023911	3.28931606516846	enriched	23	7	150812.173913043	2902, 1813, 2915, 6855, 8766, 11346, 81832
Gene Ontology Biological Process	GO:2000177	regulation of neural precursor cell proliferation	0.0062896241852606	0.055001163108709	0.704467296396143	2.02276886160531	enriched	74	29	184417.27027027	2889, 429, 57540, 63950, 116, 1499, 1813, 3398, 3975, 5803, 7101, 23440, 64211, 1000, 1638, 1950, 4067, 4851, 6469, 6496, 7040, 7424, 7832, 9289, 10763, 23028, 54567, 63925, 80237
Gene Ontology Biological Process	GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	0.00640188552685792	0.0556902161086405	0.27889084925089	1.32166307548142	enriched	571	190	199043.625218914	2889, 2902, 10076, 266743, 2899, 5336, 2900, 2903, 4208, 6662, 9378, 9699, 22999, 23240, 56853, 57502, 801, 1499, 1813, 1951, 2562, 2741, 2894, 2906, 2915, 2932, 3090, 5530, 5649, 5728, 6233, 6885, 7090, 10082, 10297, 22881, 22997, 23316, 26523, 54361, 79705, 124925, 388630, 18, 135, 406, 527, 595, 650, 815, 1000, 1137, 1141, 1173, 1213, 1432, 1452, 1456, 1482, 1500, 1613, 1642, 1654, 1856, 1857, 1950, 2010, 2011, 2116, 2185, 2300, 2625, 2742, 2782, 2870, 2890, 2891, 2892, 2893, 2898, 2901, 2904, 2905, 4040, 4041, 4343, 4609, 4653, 4851, 4923, 4988, 5025, 5026, 5158, 5216, 5515, 5518, 5532, 5534, 5590, 5663, 5690, 5695, 5696, 5698, 5700, 5701, 5702, 5709, 5714, 5718, 5800, 5916, 6299, 6469, 6478, 6496, 6500, 6591, 6597, 6657, 6659, 6714, 7074, 7088, 7311, 7314, 7316, 7473, 7476, 7480, 7482, 8001, 8532, 8549, 8658, 8898, 8945, 9113, 9162, 9209, 9368, 9491, 9775, 9861, 9863, 9978, 10146, 10399, 11197, 23043, 23236, 23291, 23542, 23613, 27031, 27122, 27123, 27161, 29969, 50855, 50944, 51339, 51701, 54475, 54764, 54903, 55182, 55584, 55612, 55959, 57674, 57805, 59349, 64359, 79718, 80326, 80351, 81832, 83595, 90268, 116443, 129293, 130612, 154810, 192669, 205147, 219287, 440193, 441478
Gene Ontology Biological Process	GO:0030823	regulation of cGMP metabolic process	0.0064906106862484	0.0559950844989222	1.08152201193065	2.94916480091022	enriched	28	10	148639.678571429	2977, 23746, 2185, 3208, 4842, 4843, 4846, 7057, 10900, 23394
Gene Ontology Biological Process	GO:1902074	response to salt	0.0065320242689812	0.0561645220061233	1.45542290834617	4.28629579261585	enriched	15	7	133884.066666667	4747, 1906, 3184, 1616, 3178, 3208, 375611
Gene Ontology Biological Process	GO:0045921	positive regulation of exocytosis	0.0066536718745773	0.0566570538435752	0.698971217706901	2.01168205964789	enriched	77	19	141797.961038961	3745, 8941, 9066, 10015, 55512, 192683, 201294, 164, 3565, 3916, 5724, 6386, 6860, 8912, 9525, 23332, 23413, 27243, 143425
Gene Ontology Biological Process	GO:0001504	neurotransmitter uptake	0.00666592171742245	0.0566570538435752	1.15737651259149	3.18157549439353	enriched	23	10	192158.52173913	1812, 1813, 2668, 6616, 1814, 2055, 4842, 5865, 6531, 11315
Gene Ontology Biological Process	GO:0019098	reproductive behavior	0.00668252811963825	0.0566570538435752	1.03160666294893	2.80556982061797	enriched	30	10	242484.266666667	1620, 2902, 1812, 5728, 7068, 1621, 1816, 5020, 23542, 84152
Gene Ontology Biological Process	GO:0014075	response to amine	0.00668814611179245	0.0566570538435752	0.957869685263303	2.60613865998583	enriched	37	18	171810.216216216	2902, 1812, 2903, 801, 1813, 3746, 5530, 135, 1621, 1814, 1816, 3066, 3747, 5020, 6571, 6647, 50484, 84152
Gene Ontology Biological Process	GO:0034661	ncRNA catabolic process	0.00683203586934244	0.0576879547725564	1.20638999717307	3.34140038871021	enriched	23	7	102304.391304348	10595, 51010, 53918, 79727, 87178, 162989, 389421
Gene Ontology Biological Process	GO:0055075	potassium ion homeostasis	0.00683220398643768	0.0576879547725564	1.40180272920786	4.06251698759052	enriched	15	6	274243.133333333	476, 3778, 478, 1585, 483, 3757
Gene Ontology Biological Process	GO:0097484	dendrite extension	0.00695526297768766	0.0583450434177084	1.03135218823277	2.80485596486718	enriched	29	11	269037.206896552	127833, 9699, 22999, 23025, 84298, 6456, 6860, 8936, 26999, 79594, 151835
Gene Ontology Biological Process	GO:0031345	negative regulation of cell projection organization	0.0069933202613123	0.0584741316500975	0.513535239415724	1.6711888166269	enriched	144	44	226972.666666667	7143, 23105, 11075, 1600, 5909, 84894, 1400, 1630, 7070, 8851, 10253, 2288, 2932, 5530, 5580, 5728, 5802, 6695, 9423, 23329, 124925, 396, 567, 1809, 3066, 4117, 5365, 5621, 5663, 5747, 5800, 6049, 7248, 7473, 9138, 9139, 22876, 22902, 26052, 51256, 57142, 65078, 81618, 349667
Gene Ontology Biological Process	GO:0009266	response to temperature stimulus	0.00716471685300601	0.0593302957378138	0.436152881568931	1.54674524551431	enriched	221	71	152241.873303167	2047, 7425, 57468, 57521, 1006, 1026, 2288, 2932, 3281, 3329, 4288, 9658, 10728, 79054, 84918, 644168, 815, 1153, 1616, 1965, 1967, 2033, 2063, 2353, 2766, 3066, 3301, 3320, 3326, 3351, 3356, 3490, 4067, 4792, 4842, 4846, 4914, 4923, 5743, 5931, 6347, 6647, 6750, 6769, 7057, 7200, 7266, 7531, 8086, 8893, 9093, 9311, 9972, 10016, 10891, 10893, 11168, 23279, 26353, 26509, 51278, 53371, 57805, 80036, 80196, 81929, 129401, 286133, 376497, 644139, 100507436
Gene Ontology Biological Process	GO:0030816	positive regulation of cAMP metabolic process	0.00719511572545406	0.059391363244188	0.65035371948999	1.91621851298694	enriched	87	29	145304.827586207	114, 1392, 1812, 116, 801, 1113, 1394, 2774, 5744, 107, 108, 117, 135, 1816, 2692, 3208, 3973, 4157, 4159, 4160, 5739, 5894, 6019, 7077, 7349, 7432, 10266, 10399, 122876
Gene Ontology Biological Process	GO:0072583	clathrin-dependent endocytosis	0.00753370689995703	0.061761895807883	0.767063244407996	2.15343285253934	enriched	58	17	171228.706896552	127833, 801, 9829, 57706, 85439, 114781, 1173, 5291, 6456, 6855, 6861, 8867, 8976, 22876, 23513, 26052, 54874
Gene Ontology Biological Process	GO:0030901	midbrain development	0.00769587691435044	0.0627220047411278	0.63220344327089	1.88175234906222	enriched	92	28	157489.282608696	3280, 9118, 64426, 390992, 60, 801, 1499, 2019, 4155, 6654, 7707, 9919, 10971, 83741, 1215, 4009, 4040, 5810, 5992, 6469, 7473, 7531, 10409, 27023, 27089, 56751, 80853, 284612
Gene Ontology Biological Process	GO:0006874	cellular calcium ion homeostasis	0.00794043179757163	0.0639141498968269	0.327600007249395	1.38763381780031	enriched	388	116	157732.221649485	773, 2902, 491, 5336, 64072, 1812, 1907, 2587, 3709, 7070, 56923, 57620, 728215, 116, 309, 801, 1756, 1813, 1906, 2830, 2835, 2915, 4644, 5144, 5579, 6261, 6263, 6543, 6546, 6547, 7009, 8698, 9709, 10590, 25769, 51289, 57113, 79054, 79608, 79734, 117, 310, 356, 488, 493, 578, 793, 1232, 1233, 1236, 1535, 1814, 1816, 2099, 2185, 2782, 2829, 2837, 2859, 2890, 2911, 3062, 3356, 3708, 3710, 3777, 4040, 4067, 4842, 4923, 5020, 5025, 5026, 5158, 5291, 5314, 5621, 5663, 5777, 5788, 6346, 6347, 6356, 6375, 6717, 7040, 7421, 7531, 7779, 7852, 8996, 9104, 9247, 10911, 27112, 51024, 51196, 51714, 53373, 54499, 55177, 55584, 55636, 55858, 57190, 57214, 57338, 57419, 58515, 59340, 90550, 91689, 121665, 283652, 284612, 344905
Gene Ontology Biological Process	GO:1903531	negative regulation of secretion by cell	0.00799449502843083	0.0642423673702097	0.473649187108931	1.60584353758655	enriched	171	61	169943.444444444	1268, 150, 1392, 3745, 1113, 1813, 1906, 3625, 3965, 5530, 5978, 5987, 6504, 7009, 7114, 7430, 9607, 11255, 23409, 51311, 80223, 18, 41, 152, 301, 634, 1814, 2332, 2693, 2917, 3351, 3418, 3667, 4851, 4988, 5552, 6720, 6833, 6860, 7124, 7200, 7349, 7779, 9370, 9515, 9525, 9971, 10062, 10911, 10961, 26297, 80725, 83452, 84522, 90865, 114088, 114548, 130399, 131177, 152138, 415116
Gene Ontology Biological Process	GO:2000021	regulation of ion homeostasis	0.00830321534277507	0.0658007495443573	0.445198352238217	1.56079975325542	enriched	194	59	174178.345360825	5336, 1812, 2257, 3709, 7070, 801, 1756, 1813, 1906, 4644, 5144, 6261, 6263, 6336, 6546, 7009, 8943, 10021, 117, 135, 578, 885, 1236, 1535, 1814, 2185, 2837, 3356, 3708, 3710, 4067, 4653, 4842, 4879, 4923, 5020, 5025, 5026, 5621, 5774, 5777, 5788, 6375, 6714, 6717, 7040, 7779, 7871, 8996, 10399, 10911, 53373, 55636, 55676, 55800, 57190, 57214, 57338, 148867
Gene Ontology Biological Process	GO:0050858	negative regulation of antigen receptor-mediated signaling pathway	0.00838615133947597	0.0663253274572197	1.21931762253453	3.38487718146462	enriched	21	9	95370.7142857143	7070, 5795, 7430, 53347, 56940, 634, 5621, 5777, 11006
Gene Ontology Biological Process	GO:0048490	anterograde synaptic vesicle transport	0.00842083533329693	0.0663253274572197	1.35870193016512	3.89113905189367	enriched	17	8	75040.7647058823	8120, 8943, 282991, 2647, 8546, 10239, 10947, 55330
Gene Ontology Biological Process	GO:0099514	synaptic vesicle cytoskeletal transport	0.00842083533329693	0.0663253274572197	1.35870193016512	3.89113905189367	enriched	17	8	75040.7647058823	8120, 8943, 282991, 2647, 8546, 10239, 10947, 55330
Gene Ontology Biological Process	GO:0099517	synaptic vesicle transport along microtubule	0.00842083533329693	0.0663253274572197	1.35870193016512	3.89113905189367	enriched	17	8	75040.7647058823	8120, 8943, 282991, 2647, 8546, 10239, 10947, 55330
Gene Ontology Biological Process	GO:0048024	regulation of mRNA splicing, via spliceosome	0.0084548240337149	0.0664915201066085	0.739382068304064	2.09464076958048	enriched	68	32	194691.602941176	54715, 6433, 84530, 10656, 56853, 60677, 146713, 3191, 6732, 10181, 11189, 1655, 1859, 2332, 3178, 3181, 6428, 6431, 6432, 6434, 6625, 6733, 8683, 9775, 10284, 10521, 10772, 27316, 58517, 84081, 91746, 202559
Gene Ontology Biological Process	GO:0022029	telencephalon cell migration	0.00870544454774232	0.0681508170285321	0.746107114200197	2.1087747976164	enriched	56	23	349140.464285714	7143, 1600, 1812, 3084, 8851, 1499, 1813, 3362, 5454, 5649, 6900, 7101, 8941, 4967, 5663, 6091, 9289, 10718, 25777, 27023, 57142, 84750, 200933
Gene Ontology Biological Process	GO:0031280	negative regulation of cyclase activity	0.0089281372114358	0.0696826926986343	1.03970012370159	2.82836872642297	enriched	30	11	176946.766666667	150, 2587, 1813, 2771, 1814, 2550, 2912, 2913, 3208, 4988, 9568
Gene Ontology Biological Process	GO:0072503	cellular divalent inorganic cation homeostasis	0.00927461892047012	0.0721685656270065	0.313430128011843	1.36810986686569	enriched	412	122	158394.599514563	773, 2902, 491, 5336, 64072, 1812, 1907, 2587, 3709, 7070, 56923, 57620, 728215, 116, 309, 801, 1756, 1813, 1906, 2830, 2835, 2915, 4644, 5144, 5579, 6261, 6263, 6543, 6546, 6547, 7009, 8698, 8943, 9709, 10590, 25769, 51289, 57113, 79054, 79608, 79734, 91252, 117, 310, 356, 488, 493, 578, 793, 1232, 1233, 1236, 1535, 1814, 1816, 2099, 2185, 2782, 2829, 2837, 2859, 2890, 2911, 3062, 3356, 3708, 3710, 3777, 4040, 4067, 4842, 4923, 5020, 5025, 5026, 5158, 5291, 5314, 5621, 5663, 5777, 5788, 6346, 6347, 6356, 6375, 6717, 7040, 7421, 7531, 7779, 7852, 8996, 9104, 9247, 10911, 27112, 51024, 51196, 51714, 53373, 54499, 55177, 55584, 55636, 55676, 55858, 57181, 57190, 57214, 57338, 57419, 58515, 59340, 64116, 90550, 91689, 121665, 148867, 283652, 284612, 344905
Gene Ontology Biological Process	GO:0046329	negative regulation of JNK cascade	0.00938867863816192	0.0727270166580741	0.979947787479336	2.66431712758461	enriched	33	11	161560.636363636	9479, 2218, 10771, 2874, 3301, 7161, 11221, 27250, 51339, 51347, 171392
Gene Ontology Biological Process	GO:2000179	positive regulation of neural precursor cell proliferation	0.00945323630907735	0.073059949145163	0.839803305598379	2.31591140517032	enriched	45	21	154832.355555556	429, 57540, 63950, 1499, 1813, 3975, 7101, 23440, 64211, 1638, 1950, 4067, 4851, 6469, 7424, 9289, 10763, 23028, 54567, 63925, 80237
Gene Ontology Biological Process	GO:0010677	negative regulation of cellular carbohydrate metabolic process	0.00966511685036294	0.0744213997477946	0.932084659878912	2.5397982782857	enriched	38	13	141586.657894737	863, 1196, 54541, 2932, 3170, 5341, 9759, 5167, 5465, 9370, 10891, 51548, 150094
Gene Ontology Biological Process	GO:0042330	taxis	0.00979448975755627	0.0751931140762393	0.269663509816063	1.30952373470674	enriched	550	159	209548.301818182	9369, 7143, 2047, 8609, 54437, 1012, 1946, 5295, 5361, 5909, 57556, 1002, 1400, 1630, 1808, 1907, 2596, 3084, 3603, 3680, 4897, 5818, 8851, 9378, 90249, 152330, 972, 1113, 1240, 1794, 1906, 1951, 2637, 2668, 3398, 3965, 3975, 4684, 4916, 5144, 5155, 5458, 5580, 5649, 5795, 6361, 6504, 6654, 6900, 7114, 7430, 8022, 8633, 9423, 10381, 10451, 10570, 10752, 23114, 57580, 91584, 494470, 644168, 301, 323, 627, 655, 659, 1232, 1233, 1236, 1432, 1441, 1947, 1959, 1960, 2131, 2152, 2185, 2241, 2625, 2674, 2675, 2829, 3164, 3315, 3565, 3592, 3798, 3799, 3897, 4009, 4046, 4067, 4756, 4851, 4914, 5025, 5142, 5228, 5291, 5362, 5365, 5459, 5598, 5724, 5747, 5800, 5880, 5979, 6091, 6092, 6152, 6223, 6278, 6346, 6347, 6356, 6372, 6374, 6375, 6469, 6478, 6585, 6709, 6711, 6714, 7040, 7057, 7060, 7074, 7424, 7473, 7852, 7857, 7869, 8660, 8740, 8817, 8995, 9046, 9048, 9355, 10488, 10678, 10718, 10928, 11313, 23513, 53358, 55715, 55848, 56896, 57007, 57731, 64221, 89884, 137970, 283297
Gene Ontology Biological Process	GO:0042136	neurotransmitter biosynthetic process	0.00985412964623864	0.0754264908678711	1.25721106415011	3.51560301090794	enriched	18	7	113243.166666667	2572, 1103, 2571, 1621, 4842, 6531, 26002
Gene Ontology Biological Process	GO:0032011	ARF protein signal transduction	0.00993005235965911	0.0755592037219489	1.30150280169476	3.6748150383398	enriched	16	7	161555.375	84249, 440073, 9922, 23096, 5662, 9265, 23550
Gene Ontology Biological Process	GO:0032012	regulation of ARF protein signal transduction	0.00993005235965911	0.0755592037219489	1.30150280169476	3.6748150383398	enriched	16	7	161555.375	84249, 440073, 9922, 23096, 5662, 9265, 23550
Gene Ontology Biological Process	GO:0050805	negative regulation of synaptic transmission	0.00996507102938377	0.0757139932851117	0.675927780244417	1.96585601252222	enriched	67	30	323675.194029851	7143, 2899, 1812, 3745, 22986, 56853, 57502, 1813, 2771, 5728, 22941, 25769, 41, 1816, 2185, 2332, 2890, 2898, 3351, 3356, 5743, 6529, 6860, 7779, 8898, 9162, 9370, 9775, 23394, 57406
Gene Ontology Biological Process	GO:0090278	negative regulation of peptide hormone secretion	0.0100129603265105	0.0758544233839463	0.861341335095376	2.36633261090663	enriched	42	19	152006.404761905	150, 1392, 3745, 1813, 3625, 5530, 5978, 9607, 23409, 2693, 3667, 6720, 6833, 9515, 10911, 84522, 130399, 131177, 415116
Gene Ontology Biological Process	GO:0006935	chemotaxis	0.010077663999009	0.076016673251575	0.268948272001612	1.30858744868625	enriched	549	158	209545.735883424	9369, 7143, 2047, 8609, 54437, 1012, 1946, 5295, 5361, 5909, 57556, 1002, 1400, 1630, 1808, 1907, 2596, 3084, 3603, 3680, 4897, 5818, 8851, 9378, 90249, 152330, 972, 1113, 1240, 1794, 1906, 1951, 2637, 2668, 3965, 3975, 4684, 4916, 5144, 5155, 5458, 5580, 5649, 5795, 6361, 6504, 6654, 6900, 7114, 7430, 8022, 8633, 9423, 10381, 10451, 10570, 10752, 23114, 57580, 91584, 494470, 644168, 301, 323, 627, 655, 659, 1232, 1233, 1236, 1432, 1441, 1947, 1959, 1960, 2131, 2152, 2185, 2241, 2625, 2674, 2675, 2829, 3164, 3315, 3565, 3592, 3798, 3799, 3897, 4009, 4046, 4067, 4756, 4851, 4914, 5025, 5142, 5228, 5291, 5362, 5365, 5459, 5598, 5724, 5747, 5800, 5880, 5979, 6091, 6092, 6152, 6223, 6278, 6346, 6347, 6356, 6372, 6374, 6375, 6469, 6478, 6585, 6709, 6711, 6714, 7040, 7057, 7060, 7074, 7424, 7473, 7852, 7857, 7869, 8660, 8740, 8817, 8995, 9046, 9048, 9355, 10488, 10678, 10718, 10928, 11313, 23513, 53358, 55715, 55848, 56896, 57007, 57731, 64221, 89884, 137970, 283297
Gene Ontology Biological Process	GO:0007600	sensory perception	0.0103002738863578	0.0774622638188339	0.226894278699208	1.25469721270673	enriched	892	175	128602.053811659	40, 1268, 2047, 2902, 54437, 84530, 491, 63895, 64072, 2903, 5173, 10253, 22999, 124538, 125336, 116, 1417, 1687, 1740, 1813, 1906, 2562, 2741, 2774, 2906, 3737, 4155, 4644, 4990, 5458, 6169, 6336, 7068, 7101, 23746, 25769, 53405, 79054, 83872, 89797, 114781, 126370, 644168, 24, 41, 135, 152, 407, 525, 611, 776, 783, 836, 885, 1137, 1141, 1260, 1261, 1285, 1302, 1409, 2034, 2055, 2063, 2570, 2778, 2782, 2911, 2917, 2918, 2986, 3356, 3593, 3617, 3710, 3736, 3751, 3801, 4157, 4640, 4914, 4923, 4988, 4992, 5020, 5025, 5076, 5141, 5147, 5158, 5172, 5179, 5306, 5456, 5457, 5459, 5724, 5743, 5876, 6323, 6337, 6338, 6340, 6496, 6531, 6548, 6591, 6647, 7007, 7275, 7349, 7480, 8387, 8388, 8787, 9033, 9311, 9368, 9381, 10678, 10893, 11281, 11343, 22926, 23620, 24139, 26212, 26339, 26521, 26538, 26664, 26689, 28987, 30813, 50944, 51761, 54567, 55212, 55584, 55636, 55800, 56751, 57096, 57214, 57369, 57731, 64108, 65217, 79784, 80036, 80207, 83597, 83756, 84059, 84694, 93145, 117194, 123016, 126541, 129880, 131118, 134430, 146183, 151647, 222662, 259236, 283297, 284383, 285093, 338917, 341799, 347169, 375611, 390439, 390648
Gene Ontology Biological Process	GO:0061025	membrane fusion	0.0106448648524541	0.0795896489475519	0.406278124146718	1.50122001993852	enriched	229	73	138518.506550218	22895, 127833, 161514, 22999, 4599, 6504, 6616, 9066, 10451, 23329, 25771, 57531, 129049, 137886, 148281, 196968, 203062, 255928, 390243, 301, 310, 578, 662, 2901, 3799, 4600, 5877, 6843, 6860, 6861, 7852, 8291, 8615, 8675, 8676, 9135, 9381, 9570, 9779, 9847, 9882, 9910, 10228, 10652, 23102, 23216, 23355, 23637, 26052, 26984, 51024, 53407, 54332, 54734, 54927, 55014, 55022, 55357, 55968, 56947, 57586, 63908, 64145, 79594, 79805, 80208, 84749, 114088, 115209, 143425, 152015, 201164, 286753
Gene Ontology Biological Process	GO:0010721	negative regulation of cell development	0.0106909025999336	0.0797774520687439	0.361927320563465	1.43609456362362	enriched	273	81	234905.293040293	1620, 7143, 23105, 11075, 429, 1600, 1946, 84894, 1400, 1630, 3084, 3280, 6662, 7070, 8851, 57540, 152330, 116, 1499, 1977, 2288, 2932, 3398, 4916, 5458, 5530, 5728, 5802, 5978, 6695, 6900, 7101, 9423, 124925, 81, 396, 567, 655, 1270, 1656, 1809, 1814, 1840, 3066, 3400, 3418, 4009, 4851, 5663, 5747, 5800, 6049, 6469, 6496, 6653, 6657, 6860, 7040, 7161, 7248, 7473, 7476, 9138, 9139, 9270, 9289, 9682, 10215, 10718, 11221, 22876, 22902, 23028, 26052, 30812, 54328, 57142, 65078, 79727, 81618, 349667
